# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Dec  7 03:23:11 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_radestr <= 4.5
# CONSTRAINT:  and pl_bmassestr <= 50)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1470 b,TOI-1470,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.177G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2023</a>,2.52709300,0.00000400,-0.00000300,0,0.028500,0.000400,-0.000400,0,2.180,0.040,-0.040,0,0.194,0.004,-0.004,0,7.32000,1.21000,-1.24000,0,0.02303,0.00381,-0.00390,0,Mass,0.300000,,,1,46.30,1.50,-1.40,0,734,,,0,0,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.177G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2023</a>,M1.5 V,3709.00,11.00,-11.00,0,0.47,0.00,0.00,0,0.47,0.01,-0.01,0,0.000,0.030,-0.030,0,[Fe/H],4.77,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h40m21.39s,10.0891431,+61d12m48.19s,61.2133868,51.9503000,0.0745000,-0.0745000,13.4590000,0.0360000,-0.0360000,9.2830000,0.0200000,-0.0200000,12.5555000,0.0002850,-0.0002850,2023-08-07,2023-07,2023-08-07
Kepler-100 b,Kepler-100,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,6.88705000,,,0,,,,,1.320,0.040,-0.040,0,0.118,0.004,-0.004,0,7.34000,3.20000,-3.20000,0,0.02300,0.01000,-0.01000,0,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5825.00,75.00,-75.00,0,1.49,0.04,-0.04,0,1.08,0.06,-0.06,0,0.020,0.100,-0.100,0,[Fe/H],4.12,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,304.6450000,1.7630000,-1.7440000,11.0550000,0.0110000,-0.0110000,9.7680000,0.0140000,-0.0140000,11.1293000,0.0003710,-0.0003710,2014-05-14,2014-02,2014-05-14
K2-265 b,K2-265,1,2,1,Transit,2018,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,2.36902000,0.00005800,-0.00005900,0,0.033590,0.000620,-0.000530,0,1.708,0.112,-0.081,0,0.152,0.010,-0.007,0,7.34184,1.43023,-1.39844,0,0.02310,0.00450,-0.00440,0,Mass,0.160000,0.160000,-0.110000,0,,,,,1366,17,-17,0,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5420.00,100.00,-100.00,0,0.92,0.03,-0.03,0,0.90,0.05,-0.04,0,0.033,0.099,-0.100,0,[Fe/H],4.46,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h48m07.60s,342.0316493,-14d29m41.20s,-14.4947789,138.6710000,0.9850000,-0.9700000,11.1870000,0.0150000,-0.0150000,9.2590000,0.0270000,-0.0270000,10.9277000,0.0005520,-0.0005520,2024-11-20,2023-04,2024-11-20
K2-38 c,K2-38,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.56103000,0.00090000,-0.00090000,0,0.095900,0.002200,-0.002200,0,2.490,0.220,-0.220,0,0.222,0.020,-0.020,0,7.40000,1.40000,-1.30000,0,0.02328,0.00440,-0.00409,0,Mass,0.086000,,,1,135.30,9.50,-9.50,0,949,16,-16,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5705.00,66.00,-66.00,0,1.14,0.01,-0.01,0,1.05,0.07,-0.06,0,0.235,0.070,-0.070,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.6900000,2.6690000,-2.5970000,11.3440000,0.0230000,-0.0230000,9.4700000,0.0210000,-0.0210000,11.1840000,0.0010150,-0.0010150,2023-04-17,2023-04,2023-04-17
Kepler-223 b,Kepler-223,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,7.38449000,0.00022000,-0.00022000,0,,,,,2.990,0.180,-0.270,0,0.267,0.016,-0.024,0,7.40000,1.30000,-1.10000,0,0.02328,0.00409,-0.00346,0,Mass,0.078000,0.015000,-0.017000,0,,,,,,,,,1,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,,,,,,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,1859.7100000,111.0450000,-111.0450000,15.6900000,0.1370000,-0.1370000,13.6330000,0.0470000,-0.0470000,15.3951000,0.0004070,-0.0004070,2016-08-04,2016-05,2016-08-04
TOI-2095 c,TOI-2095,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,28.17232000,0.00014000,-0.00014000,0,0.137000,0.006000,-0.006000,0,1.330,0.080,-0.080,0,0.119,0.007,-0.007,0,7.40000,,,1,0.02328,,,1,Mass,0.000000,,,0,1.84,0.17,-0.17,0,297,8,-8,0,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,M2.5 V,3759.00,87.00,-87.00,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-0.240,0.040,-0.040,0,[Fe/H],5.11,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,0.0500000,-0.0500000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2023-08-22,2023-04,2023-08-22
HD 20329 b,HD 20329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,0.92611800,0.00005000,-0.00004300,0,0.018000,0.000300,-0.000300,0,1.720,0.070,-0.070,0,0.153,0.006,-0.006,0,7.42000,1.09000,-1.09000,0,0.02335,0.00343,-0.00343,0,Mass,0.000000,,,0,3474.00,124.00,-124.00,0,2141,27,-27,0,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,,5596.00,50.00,-50.00,0,1.13,0.02,-0.02,0,0.90,0.05,-0.05,0,-0.070,0.060,-0.060,0,[Fe/H],4.40,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h16m42.75s,49.1781240,+15d39m22.88s,15.6563542,63.6796000,0.2863000,-0.2838000,8.7600000,0.0120000,-0.0120000,7.1160000,0.0240000,-0.0240000,8.5908900,0.0002720,-0.0002720,2022-11-29,2022-11,2022-11-29
Kepler-307 b,Kepler-307,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,10.42080000,0.00090000,-0.00080000,0,,,,,2.430,0.090,-0.090,0,0.217,0.008,-0.008,0,7.44000,0.91000,-0.87000,0,0.02341,0.00286,-0.00274,0,Mass,,,,,59.70,5.00,-5.00,0,,,,,1,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,,5367.00,94.00,-94.00,0,0.81,0.02,-0.02,0,0.91,0.03,-0.03,0,0.190,0.100,-0.100,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m10.82s,297.7950939,+40d25m03.51s,40.4176403,575.5810000,5.2610000,-5.1670000,14.1490000,0.1030000,-0.1030000,12.3210000,0.0200000,-0.0200000,14.0561000,0.0002560,-0.0002560,2016-04-13,2016-03,2016-04-07
K2-146 c,K2-146,1,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,4.00498000,0.00011000,-0.00011000,0,,,,,2.190,0.070,-0.070,0,0.195,0.006,-0.006,0,7.49000,0.24000,-0.24000,0,0.02358,0.00031,-0.00031,0,Mass,0.075000,0.016000,-0.016000,0,,,,,,,,,1,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,,3385.00,70.00,-70.00,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002000,0.4780000,-0.4723000,16.7000000,0.2000000,-0.2000000,11.3700000,0.0230000,-0.0230000,14.9834000,0.0005230,-0.0005230,2019-08-09,2019-09,2019-08-15
K2-415 b,K2-415,1,1,1,Transit,2023,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230200699H/abstract target=ref>Hirano et al. 2023</a>,4.01796940,0.00000270,-0.00000270,0,0.027000,0.000230,-0.000230,0,1.015,0.051,-0.005,0,0.091,0.005,0.000,0,7.50000,,,1,0.02360,,,1,Mass,,,,,4.82,0.45,-0.42,0,412,9,-9,0,0,<a refstr=HIRANO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230200699H/abstract target=ref>Hirano et al. 2023</a>,M5 V,3173.00,53.00,-53.00,0,0.20,0.01,-0.01,0,0.16,0.00,0.00,0,-0.130,0.180,-0.180,0,[Fe/H],5.07,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h08m48.37s,137.2015437,+11d51m44.10s,11.8622503,21.8182000,0.0307000,-0.0307000,15.3300000,0.0270000,-0.0270000,9.8990000,0.0230000,-0.0230000,13.7957000,0.0003740,-0.0003740,2023-03-28,2023-03,2023-03-28
Kepler-21 b,Kepler-21,1,2,1,Transit,2012,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,2.78582120,0.00000320,-0.00000320,0,0.043400,0.000210,-0.000320,0,1.639,0.019,-0.015,0,0.146,0.002,-0.001,0,7.50000,1.30000,-1.30000,0,0.02360,0.00409,-0.00409,0,Mass,0.000000,,,0,2749.00,90.00,-90.00,0,2015,16,-16,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,6305.00,50.00,-50.00,0,1.90,0.02,-0.01,0,1.41,0.02,-0.03,0,-0.030,0.100,-0.100,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m26.87s,287.3619673,+38d42m50.90s,38.7141384,108.5220000,0.3850000,-0.3820000,8.2500000,0.0300000,-0.0300000,6.9450000,0.0180000,-0.0180000,8.1283200,0.0004590,-0.0004590,2023-04-17,2023-04,2023-04-17
HD 15337 b,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,4.75615000,0.00017000,-0.00017000,0,0.052200,0.001200,-0.001200,0,1.640,0.060,-0.060,0,0.146,0.005,-0.005,0,7.51000,1.09000,-1.01000,0,0.02363,0.00343,-0.00318,0,Mass,0.090000,0.050000,-0.050000,0,,,,,1001,12,-12,0,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,K1 V,5125.00,50.00,-50.00,0,0.86,0.02,-0.02,0,0.90,0.03,-0.03,0,0.150,0.100,-0.100,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,0.0707000,-0.0704000,9.1000000,0.0300000,-0.0300000,7.0440000,0.0180000,-0.0180000,8.8559800,0.0001780,-0.0001780,2019-05-14,2019-05,2019-05-16
TOI-1634 b,TOI-1634,1,2,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.98934550,0.00000600,-0.00000600,0,,,,,1.773,0.077,-0.077,0,0.158,0.007,-0.007,0,7.57000,0.71000,-0.72000,0,0.02382,0.00223,-0.00227,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=HIRANO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..161H/abstract target=ref>Hirano et al. 2021</a>,,3472.00,70.00,-70.00,0,0.45,0.02,-0.02,0,0.45,0.01,-0.01,0,0.190,0.120,-0.120,0,[Fe/H],4.79,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h45m33.75s,56.3906096,+37d06m44.21s,37.1122803,35.2736000,0.0527000,-0.0526000,13.2170000,0.0430000,-0.0430000,8.6000000,0.0140000,-0.0140000,12.1965000,0.0002680,-0.0002680,2023-07-10,2022-09,2023-07-10
GJ 414 A b,GJ 414 A,1,2,2,Radial Velocity,2021,W. M. Keck Observatory,Published Confirmed,0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,50.80000000,0.10000000,-0.26000000,0,0.232400,0.009200,-0.009900,0,2.630,1.220,-0.850,0,0.235,0.109,-0.076,0,7.60000,2.44000,-2.19000,0,0.02391,0.00768,-0.00689,0,Msini,0.450000,0.190000,-0.220000,0,,,,,309,34,-34,0,0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,K7 V,4120.00,109.00,-109.00,0,0.68,0.14,-0.14,0,0.65,0.08,-0.08,0,0.240,0.100,-0.100,0,[Fe/H],4.65,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000,0.0067000,-0.0067000,8.3100000,0.0300000,-0.0300000,4.9790000,0.0180000,-0.0180000,7.7280800,0.0006720,-0.0006720,2021-03-25,2021-02,2021-04-01
TOI-1408 c,TOI-1408,1,1,2,Transit Timing Variations,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KORTH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240717798K/abstract target=ref>Korth et al. 2024</a>,2.16640000,0.00010000,-0.00010000,0,0.035870,0.000080,-0.000080,0,2.220,0.060,-0.060,0,0.198,0.005,-0.005,0,7.60000,0.20000,-0.20000,0,0.02391,0.00063,-0.00063,0,Mass,0.135300,0.000100,-0.000100,0,,,,,,,,,1,<a refstr=KORTH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240717798K/abstract target=ref>Korth et al. 2024</a>,F8 V,6117.00,31.00,-31.00,0,1.53,0.02,-0.02,0,1.31,0.01,-0.01,0,0.250,0.060,-0.060,0,[Fe/H],4.10,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m02.65s,313.5110469,+72d34m50.32s,72.5806455,139.4840000,0.4180000,-0.4170000,9.2700010,0.0030000,-0.0030000,8.0780000,0.0200000,-0.0200000,9.1879500,0.0002230,-0.0002230,2024-08-07,2024-07,2024-08-07
TOI-815 b,TOI-815,1,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>,11.19725900,0.00001800,-0.00001700,0,0.090300,0.001800,-0.001900,0,2.940,0.050,-0.050,0,0.262,0.004,-0.004,0,7.60000,1.50000,-1.40000,0,0.02391,0.00472,-0.00440,0,Mass,0.200000,,,1,36.90,2.90,-2.90,0,686,13,-14,0,0,<a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>,K3 V,4869.00,77.00,-77.00,0,0.77,0.01,-0.01,0,0.78,0.04,-0.04,0,-0.090,0.050,-0.050,0,[Fe/H],4.51,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m29.27s,155.8719377,-43d50m05.73s,-43.8349248,59.7117000,0.1295000,-0.1291000,10.2170000,0.0050000,-0.0050000,7.9990000,0.0290000,-0.0290000,9.9397800,0.0003940,-0.0003940,2024-05-13,2024-05,2024-05-13
