# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Dec  7 05:41:49 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
#
pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim
K2-247 c,K2-247,1,6.49424000,0.00260000,-0.00251000,0,2.190,0.250,-0.230,0
K2-248 b,K2-248,1,7.17256000,0.00148000,-0.00142000,0,2.570,0.200,-0.140,0
K2-249 b,K2-249,1,12.40900000,0.00337000,-0.00284000,0,2.790,0.270,-0.220,0
K2-25 b,K2-25,1,3.48456408,0.00000060,-0.00000050,0,3.440,0.120,-0.120,0
K2-250 b,K2-250,1,4.01392000,0.00029000,-0.00029000,0,2.713,0.179,-0.135,0
K2-251 b,K2-251,1,9.30075000,0.00332000,-0.00321000,0,2.350,0.260,-0.210,0
K2-252 b,K2-252,1,13.81513000,0.00461000,-0.00448000,0,1.740,0.170,-0.120,0
K2-253 b,K2-253,1,4.00167000,0.00013000,-0.00013000,0,12.670,0.690,-0.610,0
K2-254 b,K2-254,1,4.09639000,0.00081000,-0.00079000,0,1.630,0.280,-0.240,0
K2-254 c,K2-254,1,12.11839000,0.00303000,-0.00321000,0,2.190,0.240,-0.180,0
K2-255 b,K2-255,1,1.96417000,0.00004000,-0.00004000,0,2.900,0.280,-0.110,0
K2-257 b,K2-257,1,1.60588000,0.00014000,-0.00013000,0,0.830,0.060,-0.050,0
K2-258 b,K2-258,1,19.09210000,0.00576000,-0.00633000,0,3.000,0.210,-0.200,0
K2-259 b,K2-259,1,15.48043000,0.00332000,-0.00392000,0,2.320,0.200,-0.170,0
K2-26 b,K2-26,1,14.56650000,0.00160000,-0.00200000,0,2.670,0.460,-0.420,0
K2-260 b,K2-260,1,2.62669762,0.00000066,-0.00000066,0,18.416,0.650,-0.818,0
K2-261 b,K2-261,1,11.63346810,0.00000440,-0.00000440,0,9.270,0.370,-0.336,0
K2-263 b,K2-263,1,50.81894700,0.00009400,-0.00009400,0,2.410,0.120,-0.120,0
K2-264 b,K2-264,1,5.84000200,0.00067600,-0.00060200,0,2.231,0.151,-0.145,0
K2-264 c,K2-264,1,19.66030200,0.00349600,-0.00333700,0,2.668,0.201,-0.194,0
K2-265 b,K2-265,1,2.36902000,0.00005800,-0.00005900,0,1.708,0.112,-0.081,0
K2-266 b,K2-266,1,0.65852400,0.00001700,-0.00001700,0,3.300,1.800,-1.300,0
K2-266 c,K2-266,1,7.81400000,0.00190000,-0.00160000,0,0.705,0.096,-0.085,0
K2-266 d,K2-266,1,14.69700000,0.00034000,-0.00035000,0,2.930,0.140,-0.120,0
K2-266 e,K2-266,1,19.48200000,0.00120000,-0.00120000,0,2.730,0.140,-0.110,0
K2-268 b,K2-268,1,2.15167600,0.00000500,-0.00000600,0,1.500,0.120,-0.070,0
K2-268 c,K2-268,1,9.32752700,0.00002100,-0.00002000,0,2.690,0.770,-0.210,0
K2-268 d,K2-268,1,4.52859800,0.00001600,-0.00001500,0,1.490,0.140,-0.070,0
K2-268 e,K2-268,1,6.13124300,0.00003200,-0.00003300,0,1.330,0.110,-0.080,0
K2-268 f,K2-268,1,26.27057000,0.00010500,-0.00010900,0,2.230,0.150,-0.090,0
K2-269 b,K2-269,1,4.14496500,0.00081700,-0.00061900,0,1.570,0.120,-0.120,0
K2-27 b,K2-27,1,6.77131500,0.00008500,-0.00008500,0,4.480,0.230,-0.230,0
K2-270 b,K2-270,1,1.54306900,0.00018900,-0.00018500,0,1.380,0.110,-0.110,0
K2-270 c,K2-270,1,4.40002800,0.00016900,-0.00017800,0,2.950,0.160,-0.160,0
K2-271 b,K2-271,1,8.56242100,0.00012700,-0.00012700,0,7.280,0.230,-0.230,0
K2-272 b,K2-272,1,14.45367560,0.00002430,-0.00002400,0,3.130,0.380,-0.210,0
K2-273 b,K2-273,1,11.71956630,0.00001340,-0.00001350,0,3.050,0.230,-0.120,0
K2-274 b,K2-274,1,14.13303140,0.00002820,-0.00002820,0,2.080,0.120,-0.070,0
K2-275 b,K2-275,1,3.28096260,0.00000160,-0.00000160,0,2.340,0.250,-0.270,0
K2-275 c,K2-275,1,8.43883850,0.00000750,-0.00000670,0,2.210,0.080,-0.060,0
K2-276 b,K2-276,1,18.71826900,0.00315300,-0.00300800,0,3.770,0.210,-0.210,0
K2-277 b,K2-277,1,6.32676800,0.00001500,-0.00001200,0,2.186,0.202,-0.123,0
K2-278 b,K2-278,1,3.33496600,0.00070100,-0.00085900,0,2.980,0.230,-0.230,0
K2-279 b,K2-279,1,7.12260500,0.00164700,-0.00160100,0,1.210,0.140,-0.140,0
K2-28 b,K2-28,1,2.26045500,0.00004100,-0.00004100,0,2.320,0.240,-0.240,0
K2-280 b,K2-280,1,19.89526000,0.00028000,-0.00028000,0,7.500,0.440,-0.440,0
K2-281 b,K2-281,1,8.68772100,0.00015100,-0.00015000,0,8.180,0.210,-0.210,0
K2-282 b,K2-282,1,4.16978300,0.00008900,-0.00008900,0,2.500,0.200,-0.100,0
K2-283 b,K2-283,1,1.92103600,0.00005100,-0.00005300,0,3.520,0.160,-0.160,0
K2-284 b,K2-284,1,4.79506900,0.00008600,-0.00008600,0,2.780,0.140,-0.120,0
K2-285 b,K2-285,1,3.47174500,0.00004400,-0.00004600,0,2.590,0.060,-0.060,0
K2-285 c,K2-285,1,7.13804800,0.00007200,-0.00006300,0,3.530,0.080,-0.080,0
K2-285 d,K2-285,1,10.45582000,0.00025000,-0.00023000,0,2.480,0.060,-0.060,0
K2-285 e,K2-285,1,14.76289000,0.00065000,-0.00061000,0,1.950,0.050,-0.050,0
K2-286 b,K2-286,1,27.35900000,0.00500000,-0.00500000,0,2.100,0.200,-0.200,0
K2-287 b,K2-287,1,14.89329100,0.00002500,-0.00002500,0,9.494,0.146,-0.146,0
K2-288 B b,K2-288 B,1,31.39346300,0.00006700,-0.00006900,0,1.900,0.300,-0.300,0
K2-289 b,K2-289,1,13.15696900,0.00004700,-0.00005100,0,9.100,0.300,-0.300,0
K2-29 b,K2-29,1,3.25883210,0.00000190,-0.00000190,0,13.339,0.224,-0.224,0
K2-290 b,K2-290,1,9.21165000,0.00033000,-0.00034000,0,3.060,0.160,-0.160,0
K2-290 c,K2-290,1,48.36685000,0.00041000,-0.00040000,0,11.276,0.560,-0.560,0
K2-291 b,K2-291,1,2.22517700,0.00006600,-0.00006800,0,1.589,0.095,-0.072,0
K2-292 b,K2-292,1,16.98410000,0.00080000,-0.00080000,0,2.630,0.110,-0.100,0
K2-293 b,K2-293,1,13.12250000,0.00110000,-0.00120000,0,2.450,0.350,-0.250,0
K2-294 b,K2-294,1,2.50387000,0.00022000,-0.00023000,0,1.660,0.210,-0.190,0
K2-295 b,K2-295,1,4.02486700,0.00001500,-0.00001500,0,10.054,0.123,-0.056,0
K2-3 b,K2-3,1,10.05465350,0.00000880,-0.00000910,0,2.078,0.076,-0.067,0
K2-3 c,K2-3,1,24.64672900,0.00004400,-0.00004200,0,1.582,0.057,-0.051,0
K2-3 d,K2-3,1,44.55603000,0.00013000,-0.00012000,0,1.458,0.056,-0.051,0
K2-30 b,K2-30,1,4.09850300,0.00001100,-0.00001100,0,11.646,0.560,-0.572,0
K2-308 b,K2-308,1,3.38628000,0.00002000,-0.00002000,0,9.916,0.985,-0.985,0
K2-31 b,K2-31,1,1.25785000,0.00000200,-0.00000200,0,11.882,3.923,-3.923,0
K2-312 c,HD 80653,1,921.20000000,10.80000000,-10.80000000,0,,,,
K2-315 b,K2-315,1,3.14431890,0.00000490,-0.00000490,0,0.950,0.058,-0.058,0
K2-316 b,K2-316,1,1.13300000,0.00100000,-0.00100000,0,1.330,0.100,-0.090,0
K2-316 c,K2-316,1,5.26000000,0.00700000,-0.00700000,0,1.830,0.130,-0.120,0
K2-317 b,K2-317,1,6.22000000,0.00700000,-0.00700000,0,2.930,0.190,-0.170,0
K2-318 b,K2-318,1,7.01000000,0.00700000,-0.00700000,0,1.660,0.130,-0.130,0
K2-319 b,K2-319,1,26.68000000,0.00200000,-0.00300000,0,2.790,0.110,-0.100,0
K2-32 b,K2-32,1,8.99200000,0.00008000,-0.00008000,0,5.299,0.191,-0.191,0
K2-32 c,K2-32,1,20.66093000,0.00080000,-0.00079000,0,3.134,0.123,-0.102,0
K2-32 d,K2-32,1,31.71701000,0.00101000,-0.00096000,0,3.484,0.112,-0.129,0
K2-32 e,K2-32,1,4.34934000,0.00039000,-0.00039000,0,1.212,0.052,-0.046,0
K2-320 b,K2-320,1,1.99500000,0.00100000,-0.00100000,0,2.620,0.230,-0.150,0
K2-321 b,K2-321,1,2.29797490,0.00000170,-0.00000190,0,2.051,0.168,-0.135,0
K2-322 b,K2-322,1,8.20500000,0.00300000,-0.00300000,0,1.920,0.290,-0.180,0
K2-323 b,K2-323,1,24.93000000,0.00600000,-0.00600000,0,2.100,0.090,-0.110,0
K2-324 b,K2-324,1,3.26200000,0.00100000,-0.00100000,0,2.430,0.150,-0.130,0
K2-325 b,K2-325,1,6.93000000,0.00400000,-0.00300000,0,2.200,0.140,-0.150,0
K2-326 b,K2-326,1,1.25600000,0.00100000,-0.00200000,0,2.280,0.180,-0.180,0
K2-329 b,K2-329,1,12.45512250,0.00000310,-0.00000310,0,8.676,0.291,-0.269,0
K2-33 b,K2-33,1,5.42486500,0.00003500,-0.00003100,0,5.040,0.340,-0.370,0
K2-330 b,K2-330,1,13.77479800,0.00002800,-0.00002800,0,2.770,0.140,-0.090,0
K2-331 b,K2-331,1,9.39897700,0.00150600,-0.00134800,0,1.790,0.140,-0.100,0
K2-331 c,K2-331,1,22.99659100,0.00184800,-0.00185900,0,2.720,0.140,-0.100,0
K2-332 b,K2-332,1,17.70632000,0.00006300,-0.00006300,0,2.200,0.190,-0.150,0
K2-333 b,K2-333,1,14.75928700,0.00024300,-0.00024000,0,6.180,0.280,-0.250,0
K2-334 b,K2-334,1,5.11398100,0.00006100,-0.00006200,0,5.650,0.360,-0.280,0
K2-335 b,K2-335,1,12.28321100,0.00005100,-0.00005100,0,2.210,0.180,-0.140,0
K2-336 b,K2-336,1,21.19473300,0.00010800,-0.00010700,0,1.220,0.090,-0.050,0
K2-337 b,K2-337,1,16.27356300,0.00005400,-0.00005300,0,2.620,0.190,-0.140,0
K2-338 b,K2-338,1,3.85061400,0.00001200,-0.00001200,0,1.030,0.110,-0.050,0
K2-339 b,K2-339,1,19.50742800,0.00011600,-0.00011300,0,1.920,0.190,-0.120,0
K2-34 b,K2-34,1,2.99563480,0.00000020,-0.00000020,0,13.750,0.580,-0.590,0
K2-340 b,K2-340,1,29.74045100,0.00016900,-0.00016100,0,3.360,0.440,-0.320,0
K2-341 b,K2-341,1,36.55255100,0.00012700,-0.00012200,0,3.210,0.250,-0.190,0
K2-342 b,K2-342,1,11.56105200,0.00069000,-0.00066800,0,2.030,0.130,-0.090,0
K2-343 b,K2-343,1,2.78717400,0.00000400,-0.00000400,0,1.650,0.160,-0.080,0
K2-343 c,K2-343,1,7.67697200,0.00001200,-0.00001200,0,2.020,0.100,-0.070,0
K2-344 b,K2-344,1,3.35585000,0.00009100,-0.00009300,0,1.590,0.100,-0.050,0
K2-345 b,K2-345,1,10.36743700,0.00002000,-0.00001900,0,2.110,0.200,-0.090,0
K2-346 b,K2-346,1,26.20144600,0.00333100,-0.00312400,0,2.260,0.190,-0.100,0
K2-347 b,K2-347,1,7.18725700,0.00002000,-0.00002100,0,2.410,0.110,-0.100,0
K2-348 b,K2-348,1,4.68841800,0.00011900,-0.00011700,0,3.260,0.220,-0.110,0
K2-348 c,K2-348,1,12.55017100,0.00101800,-0.00105700,0,2.670,0.230,-0.110,0
K2-349 b,K2-349,1,9.03217800,0.00087400,-0.00087400,0,1.380,0.100,-0.070,0
K2-35 b,K2-35,1,2.39996400,0.00019800,-0.00020400,0,1.320,0.080,-0.080,0
K2-35 c,K2-35,1,5.60835200,0.00033500,-0.00033800,0,1.930,0.130,-0.110,0
K2-350 b,K2-350,1,4.16387300,0.00002200,-0.00002300,0,1.540,0.150,-0.110,0
K2-350 c,K2-350,1,19.99194400,0.00012300,-0.00019400,0,2.740,0.250,-0.180,0
K2-351 b,K2-351,1,7.80616400,0.00067300,-0.00062300,0,2.540,0.250,-0.190,0
K2-352 b,K2-352,1,3.66591200,0.00027300,-0.00029500,0,1.370,0.100,-0.070,0
K2-352 c,K2-352,1,8.23488500,0.00050800,-0.00047500,0,1.920,0.130,-0.070,0
K2-352 d,K2-352,1,14.87138700,0.00091600,-0.00093600,0,2.230,0.130,-0.090,0
K2-353 b,K2-353,1,15.46680500,0.00057200,-0.00056500,0,5.550,0.220,-0.200,0
K2-354 b,K2-354,1,3.79330600,0.00032400,-0.00034300,0,1.560,0.080,-0.080,0
K2-355 b,K2-355,1,5.73856470,0.00139390,-0.00110480,0,2.250,0.220,-0.160,0
K2-356 b,K2-356,1,21.02673660,0.00369120,-0.00389930,0,2.290,0.150,-0.120,0
K2-357 b,K2-357,1,16.34886370,0.00138110,-0.00140220,0,3.720,0.230,-0.210,0
K2-358 b,K2-358,1,11.25102850,0.00181880,-0.00178920,0,2.680,0.170,-0.140,0
K2-36 b,K2-36,1,1.42261400,0.00003800,-0.00003800,0,1.430,0.080,-0.080,0
K2-36 c,K2-36,1,5.34088800,0.00008600,-0.00008600,0,3.200,0.300,-0.300,0
K2-365 b,K2-365,1,23.44817200,0.00076600,-0.00099600,0,2.906,0.195,-0.176,0
K2-366 b,K2-366,1,15.93703900,0.00079600,-0.00114400,0,2.359,0.187,-0.167,0
K2-367 b,K2-367,1,20.64509900,0.00099500,-0.00137500,0,2.413,0.225,-0.196,0
K2-368 b,K2-368,1,5.02559800,0.00028700,-0.00034200,0,1.332,0.107,-0.100,0
K2-368 c,K2-368,1,9.66018600,0.00116400,-0.00116900,0,1.361,0.114,-0.106,0
K2-368 d,K2-368,1,20.20108500,0.00235400,-0.00273600,0,1.948,0.152,-0.143,0
K2-369 b,K2-369,1,5.76161200,0.00084600,-0.00071400,0,1.313,0.101,-0.095,0
K2-37 b,K2-37,1,4.44117000,0.00075000,-0.00075000,0,1.610,0.170,-0.170,0
K2-37 c,K2-37,1,6.42904000,0.00036000,-0.00036000,0,2.750,0.270,-0.270,0
K2-37 d,K2-37,1,14.09189000,0.00135000,-0.00135000,0,2.730,0.360,-0.360,0
K2-370 b,K2-370,1,2.14084000,0.00003600,-0.00003800,0,3.207,0.224,-0.548,0
K2-371 b,K2-371,1,3.11490500,0.00000900,-0.00000900,0,13.024,0.921,-0.868,0
K2-372 b,K2-372,1,9.84407700,0.00056500,-0.00057500,0,2.945,0.077,-0.075,0
K2-373 b,K2-373,1,11.02066000,0.00143100,-0.00136800,0,2.061,0.147,-0.140,0
K2-374 b,K2-374,1,4.52195300,0.00032000,-0.00040900,0,1.593,0.061,-0.058,0
K2-374 c,K2-374,1,16.43445000,0.00237800,-0.00270200,0,2.213,0.091,-0.086,0
K2-375 b,K2-375,1,14.45389500,0.00477300,-0.00417500,0,2.243,0.186,-0.174,0
K2-376 b,K2-376,1,5.77647500,0.00026100,-0.00023700,0,1.736,0.125,-0.119,0
K2-377 b,K2-377,1,12.83223500,0.00155400,-0.00161600,0,1.693,0.146,-0.132,0
K2-378 b,K2-378,1,2.06043800,0.00011800,-0.00007400,0,2.880,0.270,-0.230,0
K2-379 b,K2-379,1,8.77724700,0.00062500,-0.00061100,0,2.181,0.363,-0.198,0
K2-38 b,K2-38,1,4.01593000,0.00050000,-0.00050000,0,1.655,0.096,-0.096,0
K2-38 c,K2-38,1,10.56103000,0.00090000,-0.00090000,0,2.490,0.220,-0.220,0
K2-380 b,K2-380,1,9.40131200,0.00046900,-0.00050600,0,2.729,0.186,-0.176,0
K2-381 b,K2-381,1,7.93893340,0.00059600,-0.00059200,0,1.075,0.142,-0.104,0
K2-381 c,K2-381,1,16.03465600,0.00184400,-0.00157200,0,2.000,0.184,-0.148,0
K2-381 d,K2-381,1,26.80302300,0.00277500,-0.00304800,0,1.689,0.180,-0.139,0
K2-382 b,K2-382,1,21.70015600,0.00202100,-0.00191500,0,2.072,0.152,-0.133,0
K2-383 b,K2-383,1,1.86596200,0.00008500,-0.00006800,0,1.564,0.118,-0.106,0
K2-384 b,K2-384,1,2.23152700,0.00019400,-0.00032500,0,1.076,0.232,-0.060,0
K2-384 c,K2-384,1,4.19476600,0.00030900,-0.00018900,0,1.191,0.053,-0.075,0
K2-384 d,K2-384,1,6.67958200,0.00071900,-0.00049800,0,1.392,0.118,-0.075,0
K2-384 e,K2-384,1,9.71504300,0.00100300,-0.00073900,0,1.345,0.139,-0.082,0
K2-384 f,K2-384,1,13.62749000,0.00034200,-0.00057400,0,2.222,0.091,-0.082,0
K2-385 b,K2-385,1,2.38086700,0.00016100,-0.00021600,0,1.539,0.145,-0.126,0
K2-386 b,K2-386,1,7.47322300,0.00037400,-0.00031200,0,2.320,0.071,-0.067,0
K2-387 b,K2-387,1,28.73532700,0.00099200,-0.00099400,0,7.322,0.268,-0.264,0
K2-388 b,K2-388,1,6.33906900,0.00022500,-0.00018600,0,3.660,0.330,-0.229,0
K2-389 b,K2-389,1,8.58404300,0.00088800,-0.00202600,0,2.184,0.118,-0.114,0
K2-389 c,K2-389,1,20.85133700,0.00280400,-0.00298100,0,2.040,0.151,-0.138,0
K2-39 b,K2-39,1,4.60543000,0.00046000,-0.00046000,0,6.277,1.681,-1.681,0
K2-390 b,K2-390,1,3.31279200,0.00010000,-0.00010400,0,4.662,0.313,-0.343,0
K2-391 b,K2-391,1,4.62265400,0.00022300,-0.00025200,0,1.371,0.284,-0.188,0
K2-392 b,K2-392,1,15.39872300,0.00242200,-0.00193000,0,1.850,0.161,-0.154,0
K2-393 b,K2-393,1,10.41318100,0.00093200,-0.00069700,0,2.352,0.175,-0.167,0
K2-394 b,K2-394,1,5.09571700,0.00011500,-0.00011500,0,1.692,0.136,-0.126,0
K2-395 b,K2-395,1,4.80335200,0.00035700,-0.00046600,0,2.597,0.192,-0.178,0
K2-395 c,K2-395,1,8.49128200,0.00033500,-0.00030400,0,3.395,0.280,-0.257,0
K2-396 b,K2-396,1,0.67386200,0.00001600,-0.00001900,0,1.579,0.114,-0.103,0
K2-396 c,K2-396,1,25.76051000,0.00199900,-0.00188700,0,3.124,0.178,-0.112,0
K2-397 b,K2-397,1,3.57232600,0.00018000,-0.00015500,0,2.417,0.187,-0.183,0
K2-398 b,K2-398,1,6.39302500,0.00113900,-0.00075000,0,2.274,0.113,-0.111,0
K2-398 c,K2-398,1,18.78783900,0.00087700,-0.00099300,0,5.098,0.154,-0.146,0
K2-4 b,K2-4,1,10.00341700,0.00101700,-0.00099600,0,2.100,0.200,-0.190,0
K2-400 b,K2-400,1,3.86505300,0.00018600,-0.00018200,0,1.163,0.051,-0.049,0
K2-401 b,K2-401,1,6.29309900,0.00057100,-0.00070700,0,2.262,0.209,-0.192,0
K2-402 b,K2-402,1,17.27474000,0.00259300,-0.00317500,0,2.678,0.213,-0.195,0
K2-403 b,K2-403,1,33.58997900,0.00076800,-0.00076800,0,5.333,0.357,-0.387,0
K2-404 b,K2-404,1,13.11536500,0.00044300,-0.00060900,0,2.530,0.084,-0.083,0
K2-405 b,K2-405,1,3.43547100,0.00003600,-0.00003100,0,4.569,0.085,-0.123,0
K2-406 b,K2-406,1,22.54940600,0.00137700,-0.00143300,0,4.602,0.311,-0.292,0
K2-407 b,K2-407,1,4.94190700,0.00066100,-0.00069600,0,1.283,0.097,-0.089,0
K2-407 c,K2-407,1,9.22453000,0.00132200,-0.00091100,0,1.360,0.096,-0.088,0
K2-408 b,K2-408,1,20.97895900,0.00130500,-0.00124700,0,1.677,0.118,-0.109,0
K2-409 b,K2-409,1,1.90808400,0.00004700,-0.00005800,0,2.482,0.174,-0.158,0
K2-411 b,K2-411,1,3.21410000,0.00020000,-0.00020000,0,0.990,0.050,-0.049,0
K2-412 b,K2-412,1,5.93820000,0.00060000,-0.00040000,0,2.116,0.105,-0.105,0
K2-413 b,K2-413,1,0.80940000,0.00003000,-0.00003000,0,0.760,0.076,-0.050,0
K2-413 c,K2-413,1,5.33010000,0.00030000,-0.00030000,0,1.233,0.057,-0.059,0
K2-414 b,K2-414,1,4.36960000,0.00010000,-0.00010000,0,1.219,0.100,-0.073,0
K2-414 c,K2-414,1,6.66900000,0.00020000,-0.00020000,0,1.929,0.063,-0.073,0
K2-415 b,K2-415,1,4.01796940,0.00000270,-0.00000270,0,1.015,0.051,-0.005,0
K2-416 b,K2-416,1,13.10200000,0.00260000,-0.00240000,0,2.660,0.190,-0.140,0
K2-417 b,K2-417,1,6.53500000,0.00140000,-0.00140000,0,3.310,0.140,-0.120,0
K2-419 A b,K2-419 A,1,20.35847252,0.00000614,-0.00000575,0,10.550,0.390,-0.390,0
K2-42 b,K2-42,1,6.68796000,0.00093000,-0.00093000,0,2.150,0.240,-0.240,0
K2-43 b,K2-43,1,3.47114900,0.00010400,-0.00005200,0,4.510,0.440,-0.190,0
K2-43 c,K2-43,1,2.19888400,0.00002200,-0.00001100,0,2.420,0.260,-0.110,0
K2-44 b,K2-44,1,5.65700000,0.00020000,-0.00020000,0,2.433,0.089,-0.072,0
K2-45 b,K2-45,1,1.72926840,0.00000690,-0.00000690,0,6.710,0.000,0.000,0
K2-46 b,K2-46,1,19.15410000,0.00410000,-0.00410000,0,2.050,0.240,-0.240,0
K2-47 b,K2-47,1,31.63720000,0.00880000,-0.00880000,0,1.890,0.260,-0.260,0
K2-48 b,K2-48,1,20.50650000,0.00350000,-0.00350000,0,2.240,0.240,-0.240,0
K2-49 b,K2-49,1,2.77065000,0.00015000,-0.00015000,0,1.930,0.530,-0.530,0
K2-5 b,K2-5,1,5.73594000,0.00064000,-0.00064000,0,1.910,0.440,-0.440,0
K2-5 c,K2-5,1,10.93241000,0.00134000,-0.00134000,0,2.260,0.620,-0.620,0
K2-50 b,K2-50,1,8.75290000,0.00130000,-0.00130000,0,1.590,0.240,-0.240,0
K2-52 b,K2-52,1,3.53505500,0.00001700,-0.00001600,0,18.000,2.200,-2.200,0
K2-53 b,K2-53,1,12.20772000,0.00012300,-0.00011300,0,2.600,0.100,-0.100,0
K2-54 b,K2-54,1,9.78330000,0.00130000,-0.00120000,0,2.612,0.213,-0.191,0
K2-55 b,K2-55,1,2.84925800,0.00003300,-0.00003300,0,3.820,0.320,-0.320,0
K2-57 b,K2-57,1,9.00730000,0.00120000,-0.00110000,0,2.309,0.168,-0.135,0
K2-58 b,K2-58,1,7.05254000,0.00032000,-0.00032000,0,2.680,0.370,-0.370,0
K2-58 c,K2-58,1,2.53726000,0.00017000,-0.00017000,0,1.620,0.230,-0.230,0
K2-58 d,K2-58,1,22.88270000,0.00400000,-0.00400000,0,1.710,0.250,-0.250,0
K2-59 b,K2-59,1,20.69210000,0.00330000,-0.00330000,0,2.410,0.310,-0.310,0
K2-59 c,K2-59,1,11.29540000,0.00100000,-0.00100000,0,2.300,0.290,-0.290,0
K2-6 b,K2-6,1,30.94191000,0.00467000,-0.00467000,0,2.500,0.880,-0.880,0
K2-60 b,K2-60,1,3.00265000,0.00004000,-0.00004000,0,7.656,0.415,-0.415,0
K2-61 b,K2-61,1,2.57302000,0.00020000,-0.00020000,0,2.480,0.790,-0.790,0
K2-62 b,K2-62,1,6.67202000,0.00028000,-0.00028000,0,2.140,0.210,-0.210,0
K2-62 c,K2-62,1,16.19660000,0.00120000,-0.00120000,0,2.140,0.220,-0.220,0
K2-63 b,K2-63,1,20.25700000,0.00720000,-0.00720000,0,3.220,0.990,-0.990,0
K2-63 c,K2-63,1,25.45560000,0.00470000,-0.00470000,0,3.900,1.200,-1.200,0
K2-64 b,K2-64,1,6.53044000,0.00067000,-0.00067000,0,2.070,0.260,-0.260,0
K2-65 b,K2-65,1,12.64750000,0.00130000,-0.00130000,0,1.580,0.380,-0.380,0
K2-66 b,K2-66,1,5.06963000,0.00081000,-0.00081000,0,2.490,0.340,-0.240,0
K2-68 b,K2-68,1,8.05428000,0.00082000,-0.00082000,0,1.580,0.230,-0.230,0
K2-69 b,K2-69,1,7.06599000,0.00050000,-0.00050000,0,2.320,0.360,-0.360,0
K2-7 b,K2-7,1,28.67810000,0.00460000,-0.00510000,0,4.035,0.303,-0.258,0
K2-70 b,K2-70,1,13.97896000,0.00095000,-0.00095000,0,2.890,0.470,-0.470,0
K2-71 b,K2-71,1,6.98541000,0.00075000,-0.00075000,0,2.150,0.330,-0.330,0
K2-72 b,K2-72,1,5.57721200,0.00041700,-0.00041900,0,1.080,0.110,-0.110,0
K2-72 c,K2-72,1,15.18903400,0.00312800,-0.00314900,0,1.160,0.130,-0.130,0
K2-72 d,K2-72,1,7.76017800,0.00149600,-0.00149600,0,1.010,0.120,-0.120,0
K2-72 e,K2-72,1,24.15886800,0.00372600,-0.00385000,0,1.290,0.140,-0.130,0
K2-73 b,K2-73,1,7.49543000,0.00059000,-0.00059000,0,2.450,0.210,-0.210,0
K2-74 b,K2-74,1,19.56660000,0.00330000,-0.00330000,0,2.310,0.190,-0.190,0
K2-75 b,K2-75,1,7.81420000,0.00210000,-0.00210000,0,2.670,0.320,-0.320,0
K2-75 c,K2-75,1,18.31100000,0.01400000,-0.01400000,0,2.770,0.380,-0.380,0
K2-77 b,K2-77,1,8.20008440,0.00000860,-0.00000730,0,2.500,0.168,-0.123,0
K2-79 b,K2-79,1,10.99470000,0.00047000,-0.00047000,0,4.090,0.170,-0.120,0
K2-8 b,K2-8,1,10.35239000,0.00086000,-0.00086000,0,3.580,0.710,-0.710,0
K2-8 c,K2-8,1,5.06416000,0.00041000,-0.00041000,0,2.410,0.330,-0.330,0
K2-80 b,K2-80,1,19.09180000,0.00640000,-0.00640000,0,2.010,0.300,-0.300,0
K2-80 c,K2-80,1,5.60500000,0.00110000,-0.00110000,0,1.470,0.230,-0.230,0
K2-80 d,K2-80,1,28.86725300,0.00514000,-0.00462500,0,2.552,0.276,-0.140,0
K2-81 b,K2-81,1,6.10232500,0.00039000,-0.00040700,0,1.970,0.130,-0.110,0
K2-83 b,K2-83,1,2.74697000,0.00018000,-0.00018000,0,1.244,0.098,-0.098,0
K2-83 c,K2-83,1,9.99767000,0.00081000,-0.00081000,0,1.483,0.099,-0.099,0
K2-84 b,K2-84,1,6.42150000,0.00056000,-0.00056000,0,2.410,0.350,-0.350,0
K2-84 c,K2-84,1,27.86000000,0.00520000,-0.00520000,0,2.030,0.320,-0.320,0
K2-85 b,K2-85,1,0.68455900,0.00001000,-0.00001000,0,1.200,0.080,-0.070,0
K2-86 b,K2-86,1,8.77683000,0.00098000,-0.00098000,0,1.960,0.270,-0.270,0
K2-87 b,K2-87,1,9.72661800,0.00005500,-0.00005500,0,7.600,0.400,-0.400,0
K2-88 b,K2-88,1,4.61220000,0.00018000,-0.00018000,0,1.230,0.250,-0.250,0
K2-89 b,K2-89,1,1.09602600,0.00006500,-0.00006500,0,0.615,0.080,-0.080,0
K2-9 b,K2-9,1,18.44980000,0.00150000,-0.00150000,0,2.250,0.530,-0.960,0
