# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  6 02:54:57 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_bmasse not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
KELT-16 b,KELT-16,1,2,1,0,0.96899510,0.00000240,-0.00000240,0,0.020440,0.000240,-0.000260,0,15.861,0.942,-0.751,0,874.03250,50.85280,-47.67450,0,0.000000,,,0,F7 V,6236.00,54.00,-54.00,0,1.36,0.06,-0.05,0,1.21,0.04,-0.05,0,444.5860000,5.5740000,-5.4410000
KELT-17 b,KELT-17,1,1,1,0,3.08017160,0.00000530,-0.00000520,0,0.048810,0.000650,-0.000610,0,17.094,0.729,-0.673,0,416.35730,88.99240,-92.17070,0,,,,,A,7454.00,49.00,-49.00,0,1.65,0.06,-0.06,0,1.64,0.07,-0.06,0,226.5000000,2.5060000,-2.4530000
KELT-18 b,KELT-18,1,2,1,0,2.87175180,0.00000280,-0.00000280,0,0.045500,0.000670,-0.000690,0,17.598,0.471,-0.404,0,375.03940,34.96130,-34.96130,0,0.000000,,,0,F4 V,6670.00,120.00,-120.00,0,1.91,0.04,-0.04,0,1.52,0.07,-0.07,0,321.3760000,2.5090000,-2.4700000
KELT-19 A b,KELT-19 A,1,2,1,0,4.61170930,0.00000880,-0.00000880,0,0.063700,0.003100,-0.002700,0,21.409,1.233,-1.233,0,1293.56810,,,1,,,,,A8 V,7500.00,110.00,-110.00,0,1.83,0.10,-0.10,0,1.62,0.25,-0.20,0,300.2760000,4.6840000,-4.5440000
KELT-2 A b,KELT-2 A,1,2,1,0,4.11379000,0.00001000,-0.00001000,0,,,,,15.132,0.897,-0.897,0,540.31100,69.92260,-69.92260,0,0.000000,,,0,,6327.00,80.00,-80.00,0,1.93,0.10,-0.10,0,1.54,0.28,-0.28,0,134.0580000,0.8020000,-0.7930000
KELT-20 b,KELT-20,1,1,1,0,3.47410850,0.00000190,-0.00000190,0,0.054200,0.001400,-0.002100,0,19.515,0.773,-0.829,0,1074.90106,,,1,,,,,A2 V,8720.00,250.00,-260.00,0,1.56,0.06,-0.06,0,1.76,0.14,-0.19,0,136.4260000,0.8160000,-0.8070000
KELT-21 b,KELT-21,1,1,1,0,3.61276470,0.00000330,-0.00000330,0,0.052240,0.000350,-0.000340,0,17.777,0.437,-0.448,0,1242.71530,,,1,0.000000,,,0,A8 V,7598.00,81.00,-84.00,0,1.64,0.03,-0.03,0,1.46,0.03,-0.03,0,470.8780000,6.4710000,-6.3000000
KELT-23 A b,KELT-23 A,1,2,1,0,2.25525100,0.00001100,-0.00001200,0,0.033020,0.000680,-0.000640,0,14.830,0.280,-0.280,0,298.12454,15.25584,-13.98452,0,0.000000,,,0,G2 V,5899.00,49.00,-49.00,0,1.00,0.01,-0.01,0,0.94,0.06,-0.05,0,126.2610000,0.3520000,-0.3510000
KELT-24 b,KELT-24,1,2,1,0,5.55149296,0.00000050,-0.00000053,0,0.066500,0.001100,-0.001100,0,12.711,0.303,-0.291,0,1458.83239,57.20911,-57.20911,0,0.031900,0.007900,-0.007400,0,,6426.00,93.00,-91.00,0,1.34,0.03,-0.03,0,1.27,0.06,-0.06,0,96.5173000,0.3132000,-0.3113000
KELT-3 b,KELT-3,1,2,1,0,2.70339000,0.00001000,-0.00001000,0,,,,,17.486,1.233,-1.233,0,616.59020,104.88390,-104.88390,0,0.000000,,,0,,6304.00,49.00,-49.00,0,1.70,0.12,-0.12,0,1.96,0.50,-0.50,0,210.2520000,5.5440000,-5.2710000
KELT-4 A b,KELT-4 A,1,3,1,0,2.98959320,0.00000490,-0.00000490,0,0.043170,0.000790,-0.000740,0,19.044,0.516,-0.504,0,286.68266,19.06980,-18.75197,0,0.000000,,,0,F,6206.00,75.00,-75.00,0,1.60,0.04,-0.04,0,1.20,0.07,-0.06,0,218.0500000,2.1060000,-2.0670000
KELT-6 b,KELT-6,1,1,2,0,7.84570000,0.00020000,-0.00020000,0,,,,,14.572,1.009,-1.009,0,165.27160,38.13960,-38.13960,0,0.220000,0.110000,-0.110000,0,,6102.00,43.00,-43.00,0,1.73,0.12,-0.12,0,1.42,0.46,-0.46,0,240.7260000,1.9870000,-1.9550000
KELT-7 b,KELT-7,1,1,1,0,2.73477000,0.00000400,-0.00000400,0,,,,,17.934,0.673,-0.673,0,441.78370,69.92260,-69.92260,0,0.000000,,,0,,6768.00,7.00,-7.00,0,1.81,0.07,-0.07,0,1.76,0.25,-0.25,0,136.6810000,0.9380000,-0.9240000
KELT-8 b,KELT-8,1,1,1,0,3.24406000,0.00016000,-0.00016000,0,,,,,18.159,1.121,-1.121,0,209.76780,38.13960,-38.13960,0,0.040000,0.050000,-0.050000,0,,5754.00,54.00,-54.00,0,1.46,0.08,-0.08,0,0.81,0.21,-0.21,0,197.5720000,1.0050000,-0.9950000
KELT-9 b,KELT-9,1,2,1,0,1.48112350,0.00000110,-0.00000110,0,0.034620,0.001100,-0.000930,0,21.196,0.684,-0.594,0,915.35040,266.97720,-266.97720,0,0.000000,,,0,B9.5-A0,10170.00,450.00,-450.00,0,2.36,0.07,-0.06,0,2.52,0.25,-0.20,0,204.4550000,1.5820000,-1.5580000
KOI-12 b,KOI-12,1,1,2,0,17.85518200,0.00000800,-0.00000600,0,0.154000,0.004000,-0.003000,0,13.787,0.673,-0.560,0,349.61300,1112.40500,-254.26400,0,0.340000,0.080000,-0.070000,0,,,,,,1.40,0.07,-0.06,0,1.50,0.10,-0.10,0,399.3980000,4.3960000,-4.3030000
KOI-1257 b,KOI-1257,1,2,1,0,86.64766100,0.00003400,-0.00003400,0,0.382000,0.006000,-0.006000,0,10.540,1.350,-1.350,0,460.83000,111.24000,-111.24000,0,0.772000,0.045000,-0.045000,0,G5 V,5520.00,80.00,-80.00,0,1.13,0.14,-0.14,0,0.99,0.05,-0.05,0,,,
KOI-13 b,KOI-13,1,3,1,0,1.76358800,0.00000100,-0.00000100,0,0.036410,0.000870,-0.000870,0,16.948,0.392,-0.392,0,2949.46240,50.85280,-50.85280,0,0.000640,0.000120,-0.000160,0,,7650.00,250.00,-250.00,0,1.74,0.04,-0.04,0,1.72,0.10,-0.10,0,519.0960000,30.7030000,-27.5060000
KOI-142 b,KOI-142,1,1,3,0,10.91647000,0.00014000,-0.00014000,0,,,,,3.438,0.075,-0.075,0,9.50000,1.10000,-1.10000,0,0.055610,0.000130,-0.000130,0,,5466.00,60.00,-60.00,0,0.90,0.02,-0.02,0,0.99,0.02,-0.02,0,376.8630000,2.0100000,-1.9910000
KOI-1599.01,KOI-1599,1,1,2,0,20.44150000,0.00130000,-0.00130000,0,0.147280,,,0,1.900,0.300,-0.300,0,4.60000,0.30000,-0.30000,0,0.014000,,,0,,,,,,0.97,,,0,1.02,,,0,1131.6400000,28.1700000,-26.8600000
KOI-1599.02,KOI-1599,1,1,2,0,13.60880000,0.00060000,-0.00060000,0,0.112293,,,0,1.900,0.200,-0.200,0,9.00000,0.30000,-0.30000,0,0.011400,,,0,,,,,,0.97,,,0,1.02,,,0,1131.6400000,28.1700000,-26.8600000
KOI-1783.01,KOI-1783,1,1,2,0,134.46280000,0.00330000,-0.00350000,0,,,,,8.860,0.250,-0.240,0,71.00000,11.20000,-9.20000,0,0.000000,,,0,,5922.00,60.00,-60.00,0,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0,865.7300000,13.7340000,-13.3200000
KOI-1783.02,KOI-1783,1,1,2,0,284.21500000,0.02600000,-0.02100000,0,,,,,5.440,0.520,-0.300,0,15.00000,4.30000,-3.60000,0,0.000000,,,0,,5922.00,60.00,-60.00,0,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0,865.7300000,13.7340000,-13.3200000
KOI-1831 d,Kepler-324,1,1,4,0,34.16900000,,,0,,,,,1.130,0.050,-0.050,0,2.23000,0.50000,-0.84000,0,,,,,,5233.00,60.00,-60.00,0,0.83,0.02,-0.02,0,0.90,0.02,-0.03,0,501.5740000,3.6810000,-3.6290000
KOI-1833 d,Kepler-968,1,1,3,0,7.68500000,,,0,,,,,2.580,0.230,-0.220,0,11.02000,,,1,,,,,,4413.00,75.00,-69.00,0,0.67,0.01,-0.01,0,0.68,0.03,-0.02,0,290.3240000,1.4480000,-1.4350000
KOI-2513.01,KOI-2513,1,1,1,0,19.00547000,0.00005000,-0.00005000,0,0.500000,0.200000,-0.400000,0,2.802,22.418,-0.560,0,7310.05336,635.65681,-635.65681,0,0.360000,0.030000,-0.030000,0,,5900.00,100.00,-100.00,0,1.20,0.40,-0.20,0,0.91,0.10,-0.06,0,1369.8700000,,
KOI-3503 b,KOI-3503,1,1,2,0,21.18500000,,,0,,,,,1.190,0.240,-0.190,0,9.20000,,,1,,,,,,6001.00,60.00,-60.00,0,1.25,0.03,-0.03,0,0.86,0.02,-0.02,0,887.0640000,12.3700000,-12.3700000
KOI-3503 c,KOI-3503,1,1,2,0,31.82800000,,,0,,,,,1.210,0.280,-0.090,0,10.36000,,,1,,,,,,6001.00,60.00,-60.00,0,1.25,0.03,-0.03,0,0.86,0.02,-0.02,0,887.0640000,12.3700000,-12.3700000
KOI-3680 b,KOI-3680,1,1,1,0,141.24167100,0.00008600,-0.00008600,0,0.534000,0.012000,-0.030000,0,11.097,0.673,-0.785,0,613.41190,60.38770,-66.74430,0,0.496000,0.031000,-0.031000,0,,5830.00,100.00,-100.00,0,0.96,0.05,-0.06,0,1.01,0.07,-0.16,0,921.9860000,23.3845000,-23.3845000
KOI-4777.01,KOI-4777,1,1,1,0,0.41200000,0.00000100,-0.00000100,0,0.008000,0.000300,-0.000300,0,0.510,0.030,-0.030,0,99.20000,,,1,0.000000,,,0,,3515.00,69.00,-69.00,0,0.40,0.01,-0.01,0,0.41,0.02,-0.02,0,172.2450000,1.2430000,-1.2260000
KOI-55 b,KOI-55,1,1,2,1,0.24010400,0.00000400,-0.00000400,0,0.006000,,,0,0.759,,,0,0.44000,,,0,,,,,B,27730.00,270.00,-270.00,0,0.20,0.01,-0.01,0,0.50,0.00,0.00,0,1231.0200000,48.0150000,-48.0150000
KOI-55 c,KOI-55,1,1,2,1,0.34288700,0.00001300,-0.00001300,0,0.007600,,,0,0.867,,,0,0.65500,,,0,,,,,B,27730.00,270.00,-270.00,0,0.20,0.01,-0.01,0,0.50,0.00,0.00,0,1231.0200000,48.0150000,-48.0150000
KOI-94 b,KOI-94,1,2,4,0,3.74320800,0.00001500,-0.00001500,0,0.051190,0.000670,-0.000670,0,1.710,0.160,-0.160,0,10.50000,4.60000,-4.60000,0,0.250000,0.170000,-0.170000,0,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,477.0520000,5.0000000,-4.8990000
KOI-94 c,KOI-94,1,2,4,0,10.42364800,0.00001600,-0.00001600,0,0.101300,0.001300,-0.001300,0,4.320,0.410,-0.410,0,15.60000,5.70000,-15.60000,0,0.430000,0.230000,-0.230000,0,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,477.0520000,5.0000000,-4.8990000
KOI-94 d,KOI-94,1,2,4,0,22.34298900,0.00000670,-0.00000670,0,0.168400,0.002200,-0.002200,0,11.270,1.060,-1.060,0,106.00000,11.00000,-11.00000,0,0.022000,0.038000,-0.038000,0,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,477.0520000,5.0000000,-4.8990000
KOI-94 e,KOI-94,1,2,4,0,54.32031000,0.00012000,-0.00012000,0,0.304600,0.004000,-0.004000,0,6.560,0.620,-0.620,0,35.00000,18.00000,-28.00000,0,0.019000,0.230000,-0.230000,0,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,477.0520000,5.0000000,-4.8990000
KPS-1 b,KPS-1,1,1,1,0,1.70629100,0.00005900,-0.00005900,0,0.026900,0.001000,-0.001000,0,11.545,1.457,-1.345,0,346.43470,27.33338,-27.65121,0,0.000000,,,0,K1 V,5165.00,90.00,-90.00,0,0.91,0.09,-0.08,0,0.89,0.09,-0.10,0,262.7060000,2.6200000,-2.5700000
Kepler-10 b,Kepler-10,1,1,3,0,0.83749070,0.00000020,-0.00000020,0,0.016850,0.000130,-0.000130,0,1.470,0.030,-0.020,0,3.26000,0.30000,-0.30000,0,0.000000,,,0,,5708.00,28.00,-28.00,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,185.5060000,0.8110000,-0.8050000
Kepler-10 c,Kepler-10,1,1,3,0,45.29430100,0.00004800,-0.00004800,0,0.241000,0.001900,-0.001900,0,2.355,0.022,-0.022,0,11.40000,1.30000,-1.30000,0,0.130000,0.050000,-0.050000,0,,5708.00,28.00,-28.00,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,185.5060000,0.8110000,-0.8050000
Kepler-100 b,Kepler-100,1,1,4,0,6.88705000,,,0,,,,,1.320,0.040,-0.040,0,7.34000,3.20000,-3.20000,0,,,,,,5825.00,75.00,-75.00,0,1.49,0.04,-0.04,0,1.08,0.06,-0.06,0,304.6450000,1.7630000,-1.7440000
Kepler-100 c,Kepler-100,1,1,4,0,12.81590000,,,0,,,,,2.200,0.050,-0.050,0,7.05000,,,1,,,,,,5825.00,75.00,-75.00,0,1.49,0.04,-0.04,0,1.08,0.06,-0.06,0,304.6450000,1.7630000,-1.7440000
Kepler-100 d,Kepler-100,1,1,4,0,35.33310000,,,0,,,,,1.610,0.050,-0.050,0,3.00000,,,1,,,,,,5825.00,75.00,-75.00,0,1.49,0.04,-0.04,0,1.08,0.06,-0.06,0,304.6450000,1.7630000,-1.7440000
Kepler-101 b,Kepler-101,1,1,2,0,3.48768120,0.00000700,-0.00000700,0,0.047400,0.001000,-0.000800,0,5.770,0.850,-0.790,0,51.10000,5.10000,-4.70000,0,0.086000,0.080000,-0.059000,0,G3 IV,5667.00,50.00,-50.00,0,1.56,0.20,-0.20,0,1.17,0.07,-0.05,0,927.9810000,14.7985000,-14.7985000
Kepler-101 c,Kepler-101,1,1,2,0,6.02976000,0.00007500,-0.00007500,0,0.068400,0.001400,-0.001400,0,1.250,0.190,-0.170,0,3.78000,,,1,0.000000,,,0,G3 IV,5667.00,50.00,-50.00,0,1.56,0.20,-0.20,0,1.17,0.07,-0.05,0,927.9810000,14.7985000,-14.7985000
Kepler-102 b,Kepler-102,1,1,5,0,5.28696500,0.00001200,-0.00001200,0,0.055210,0.000490,-0.000490,0,0.460,0.026,-0.026,0,1.10000,,,1,0.100000,,,1,,4909.00,98.00,-98.00,0,0.72,0.02,-0.02,0,0.80,0.02,-0.02,0,107.7960000,0.2200000,-0.2190000
Kepler-102 c,Kepler-102,1,1,5,0,7.07139200,0.00002200,-0.00002200,0,0.067020,0.000590,-0.000590,0,0.567,0.028,-0.028,0,1.70000,,,1,0.094000,,,1,,4909.00,98.00,-98.00,0,0.72,0.02,-0.02,0,0.80,0.02,-0.02,0,107.7960000,0.2200000,-0.2190000
Kepler-102 d,Kepler-102,1,1,5,0,10.31176700,0.00000410,-0.00000410,0,0.086180,0.000760,-0.000760,0,1.154,0.058,-0.058,0,3.00000,1.30000,-1.30000,0,0.092000,,,1,,4909.00,98.00,-98.00,0,0.72,0.02,-0.02,0,0.80,0.02,-0.02,0,107.7960000,0.2200000,-0.2190000
Kepler-102 e,Kepler-102,1,1,5,0,16.14569940,0.00000220,-0.00000220,0,0.116200,0.001000,-0.001000,0,2.170,0.110,-0.110,0,4.70000,1.80000,-1.80000,0,0.089000,,,1,,4909.00,98.00,-98.00,0,0.72,0.02,-0.02,0,0.80,0.02,-0.02,0,107.7960000,0.2200000,-0.2190000
Kepler-102 f,Kepler-102,1,1,5,0,27.45359200,0.00006000,-0.00006000,0,0.165600,0.001500,-0.001500,0,0.861,0.022,-0.022,0,4.30000,,,1,0.100000,,,1,,4909.00,98.00,-98.00,0,0.72,0.02,-0.02,0,0.80,0.02,-0.02,0,107.7960000,0.2200000,-0.2190000
Kepler-103 b,Kepler-103,1,1,2,0,15.96532870,0.00000920,-0.00000920,0,0.132230,0.000850,-0.001300,0,3.486,0.057,-0.054,0,9.80000,3.90000,-3.90000,0,0.093000,,,1,,6009.00,64.00,-64.00,0,1.49,0.02,-0.02,0,1.21,0.02,-0.03,0,494.8320000,5.8940000,-5.7580000
Kepler-103 c,Kepler-103,1,1,2,0,179.60978000,0.00020000,-0.00020000,0,0.663900,0.004300,-0.006300,0,5.450,0.180,-0.180,0,38.00000,17.00000,-16.00000,0,0.095000,,,1,,6009.00,64.00,-64.00,0,1.49,0.02,-0.02,0,1.21,0.02,-0.03,0,494.8320000,5.8940000,-5.7580000
Kepler-105 c,Kepler-105,1,1,2,0,7.12620000,0.00020000,-0.00020000,0,,,,,1.310,0.070,-0.070,0,4.60000,0.92000,-0.85000,0,,,,,,5827.00,94.00,-94.00,0,0.89,0.04,-0.04,0,0.96,0.05,-0.05,0,459.2230000,5.5170000,-5.3910000
Kepler-106 b,Kepler-106,1,1,4,0,6.16486000,,,0,,,,,0.820,0.110,-0.110,0,5.30000,,,1,,,,,,5858.00,114.00,-114.00,0,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0,444.3220000,6.1010000,-5.9410000
Kepler-106 c,Kepler-106,1,1,4,0,13.57080000,,,0,,,,,2.500,0.320,-0.320,0,10.44000,3.20000,-3.20000,0,,,,,,5858.00,114.00,-114.00,0,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0,444.3220000,6.1010000,-5.9410000
Kepler-106 d,Kepler-106,1,1,4,0,23.98020000,,,0,,,,,0.950,0.130,-0.130,0,8.10000,,,1,,,,,,5858.00,114.00,-114.00,0,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0,444.3220000,6.1010000,-5.9410000
Kepler-106 e,Kepler-106,1,1,4,0,43.84450000,,,0,,,,,2.560,0.330,-0.330,0,11.17000,5.80000,-5.80000,0,,,,,,5858.00,114.00,-114.00,0,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0,444.3220000,6.1010000,-5.9410000
Kepler-107 b,Kepler-107,1,1,4,0,3.18002180,0.00000290,-0.00000290,0,0.045440,0.000360,-0.000360,0,1.536,0.025,-0.025,0,3.80000,1.80000,-1.70000,0,0.100000,,,1,,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,525.9970000,5.6970000,-5.5770000
Kepler-107 c,Kepler-107,1,1,4,0,4.90145200,0.00000000,0.00000000,0,0.060640,0.000480,-0.000480,0,1.597,0.026,-0.026,0,10.00000,2.00000,-2.00000,0,0.080000,,,1,,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,525.9970000,5.6970000,-5.5770000
Kepler-107 d,Kepler-107,1,1,4,0,7.95839000,0.00012000,-0.00012000,0,0.083770,0.000650,-0.000650,0,0.860,0.060,-0.060,0,7.70000,,,1,0.110000,,,1,,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,525.9970000,5.6970000,-5.5770000
Kepler-107 e,Kepler-107,1,1,4,0,14.74914300,0.00001900,-0.00001900,0,0.126380,0.000990,-0.000990,0,2.903,0.035,-0.035,0,14.10000,3.30000,-3.30000,0,0.100000,,,1,,5854.00,61.00,-61.00,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,525.9970000,5.6970000,-5.5770000
Kepler-109 b,Kepler-109,1,1,2,0,6.48163070,0.00000480,-0.00000480,0,0.070100,0.001900,-0.001900,0,2.490,0.110,-0.110,0,4.90000,,,1,0.110000,,,1,,5950.00,62.00,-62.00,0,1.39,0.02,-0.02,0,1.09,0.09,-0.08,0,474.8610000,5.3490000,-5.2330000
Kepler-109 c,Kepler-109,1,1,2,0,21.22265000,0.00002700,-0.00002700,0,0.154600,0.004200,-0.004200,0,2.650,0.120,-0.120,0,8.20000,,,1,0.098000,,,1,,5950.00,62.00,-62.00,0,1.39,0.02,-0.02,0,1.09,0.09,-0.08,0,474.8610000,5.3490000,-5.2330000
Kepler-11 b,Kepler-11,1,1,6,0,10.30390000,0.00060000,-0.00100000,0,0.091000,0.001000,-0.001000,0,1.800,0.030,-0.050,0,1.90000,1.40000,-1.00000,0,0.045000,0.068000,-0.042000,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,646.3460000,6.3750000,-6.3750000
Kepler-11 c,Kepler-11,1,1,6,0,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,2.870,0.050,-0.060,0,2.90000,2.90000,-1.60000,0,0.026000,0.063000,-0.013000,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,646.3460000,6.3750000,-6.3750000
Kepler-11 d,Kepler-11,1,1,6,0,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,3.120,0.060,-0.070,0,7.30000,0.80000,-1.50000,0,0.004000,0.007000,-0.002000,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,646.3460000,6.3750000,-6.3750000
Kepler-11 e,Kepler-11,1,1,6,0,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,4.190,0.070,-0.090,0,8.00000,1.50000,-2.10000,0,0.012000,0.006000,-0.006000,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,646.3460000,6.3750000,-6.3750000
Kepler-11 f,Kepler-11,1,1,6,0,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,2.490,0.040,-0.070,0,2.00000,0.80000,-0.90000,0,0.013000,0.011000,-0.009000,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,646.3460000,6.3750000,-6.3750000
Kepler-11 g,Kepler-11,1,1,6,0,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,3.330,0.060,-0.080,0,25.00000,,,1,0.150000,,,1,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,646.3460000,6.3750000,-6.3750000
Kepler-111 c,Kepler-111,1,1,2,0,224.77833000,0.00026000,-0.00026000,0,0.751000,0.013000,-0.016000,0,7.084,0.258,-0.235,0,222.47988,44.49598,-41.31769,0,0.176000,0.080000,-0.085000,0,,5914.00,81.00,-82.00,0,1.15,0.04,-0.04,0,1.12,0.06,-0.07,0,657.2230000,6.0140000,-5.9080000
Kepler-113 b,Kepler-113,1,1,2,0,4.75400000,,,0,,,,,1.820,0.050,-0.050,0,11.70000,4.20000,-4.20000,0,,,,,,4725.00,74.00,-74.00,0,0.69,0.02,-0.02,0,0.75,0.06,-0.06,0,262.3510000,1.1170000,-1.1070000
Kepler-113 c,Kepler-113,1,1,2,0,8.92507000,,,0,,,,,2.180,0.060,-0.060,0,8.70000,,,1,,,,,,4725.00,74.00,-74.00,0,0.69,0.02,-0.02,0,0.75,0.06,-0.06,0,262.3510000,1.1170000,-1.1070000
Kepler-114 c,Kepler-114,1,1,3,0,8.04100000,,,0,,,,,1.600,0.180,-0.180,0,2.80000,0.60000,-0.60000,0,,,,,,,,,,0.54,0.06,-0.06,0,0.56,0.06,-0.06,0,259.5330000,1.3085000,-1.3085000
Kepler-114 d,Kepler-114,1,1,3,0,11.77600000,,,0,,,,,2.530,0.280,-0.280,0,3.90000,1.70000,-1.70000,0,,,,,,,,,,0.54,0.06,-0.06,0,0.56,0.06,-0.06,0,259.5330000,1.3085000,-1.3085000
Kepler-117 b,Kepler-117,1,1,2,0,18.79592280,0.00000750,-0.00000750,0,0.144500,0.004700,-0.001400,0,8.059,0.269,-0.269,0,29.87500,10.48800,-10.48800,0,0.049300,0.006200,-0.006200,0,F8 V,6150.00,110.00,-110.00,0,1.61,0.05,-0.05,0,1.13,0.13,-0.02,0,1455.5700000,38.3850000,-38.3850000
Kepler-117 c,Kepler-117,1,1,2,0,50.79039100,0.00001400,-0.00001400,0,0.280400,0.009200,-0.002800,0,12.341,0.392,-0.392,0,584.78000,57.21000,-57.21000,0,0.032300,0.003300,-0.003300,0,F8 V,6150.00,110.00,-110.00,0,1.61,0.05,-0.05,0,1.13,0.13,-0.02,0,1455.5700000,38.3850000,-38.3850000
